aset,bset,class,conf,meas
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=le_17d6 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.38,3.04
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.58,3.04
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.58,3.04
FOREIGN_WORKER=yes,PURPOSE=new_car EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.43,3.04
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.65,3.04
FOREIGN_WORKER=yes,HOUSING=own JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.25,3.03
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 PROPERTY_MAGNITUDE=life_insurance EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.6,3.03
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.37,3.03
PERSONAL_STATUS=female_div_sep_mar,RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.34,3.03
FOREIGN_WORKER=yes,OTHER_PAYMENT_PLANS=none JOB=skilled NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.3,3.03
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own,CREDIT=bad,0.43,3.03
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car SAVINGS_STATUS=lt_100 HOUSING=own,CREDIT=bad,0.6,3.03
FOREIGN_WORKER=yes,AGE=from_30d2_le_41d4 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.3,3.02
FOREIGN_WORKER=yes,OTHER_PAYMENT_PLANS=none HOUSING=own JOB=skilled,CREDIT=bad,0.21,3.02
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100,CREDIT=bad,0.33,3.02
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid EXISTING_CREDITS=le_1d6,CREDIT=bad,0.31,3.02
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=real_estate OWN_TELEPHONE=none,CREDIT=bad,0.71,3.01
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.52,3.01
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.52,3.01
FOREIGN_WORKER=yes,OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.3,3.01
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.6,3.01
PERSONAL_STATUS=female_div_sep_mar,RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,3
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.5,3
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4,CREDIT=bad,0.33,3
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 HOUSING=own,CREDIT=bad,0.2,3
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.37,3
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.25,3
FOREIGN_WORKER=yes,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=bank,CREDIT=bad,1,3
FOREIGN_WORKER=yes,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=bank OWN_TELEPHONE=none,CREDIT=bad,1,3
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=bank,CREDIT=bad,1,3
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=le_1d6 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=good,1,3
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=le_1d6 RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6,CREDIT=good,1,3
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=le_1d6 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=good,1,3
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.85,3
FOREIGN_WORKER=yes,OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.28,2.99
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.72,2.99
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.27,2.98
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 EMPLOYMENT=from_1_lt_4 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,2.98
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.42,2.98
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.29,2.98
FOREIGN_WORKER=yes,RESIDENCE_SINCE=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.29,2.98
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.18,2.98
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.25,2.97
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.33,2.97
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.68,2.97
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own,CREDIT=bad,0.29,2.97
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.43,2.97
FOREIGN_WORKER=yes,HOUSING=own JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.27,2.97
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.29,2.97
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.31,2.97
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.33,2.97
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.27,2.97
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.33,2.97
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.33,2.97
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.74,2.97
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.42,2.96
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.32,2.96
FOREIGN_WORKER=yes,PURPOSE=new_car OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.37,2.96
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment HOUSING=rent JOB=skilled,CREDIT=bad,0.42,2.96
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100,CREDIT=bad,0.53,2.96
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own,CREDIT=bad,0.7,2.96
PERSONAL_STATUS=female_div_sep_mar,DURATION=le_17d6 EMPLOYMENT=lt_1 AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.42,2.96
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.24,2.95
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 AGE=from_30d2_le_41d4 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.73,2.95
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.36,2.95
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 HOUSING=rent,CREDIT=bad,0.42,2.95
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.33,2.95
FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=life_insurance OTHER_PAYMENT_PLANS=none HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.36,2.95
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.49,2.95
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 EXISTING_CREDITS=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.32,2.94
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.73,2.94
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate JOB=skilled,CREDIT=bad,0.68,2.94
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,2.94
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.45,2.94
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.38,2.93
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 JOB=skilled,CREDIT=bad,0.65,2.93
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.73,2.93
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.53,2.93
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PURPOSE=new_car HOUSING=own,CREDIT=bad,0.41,2.93
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 PROPERTY_MAGNITUDE=life_insurance HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.58,2.93
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.32,2.92
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.29,2.92
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.6,2.92
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.6,2.92
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=from_1_lt_4 AGE=le_30d2 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.54,2.92
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.65,2.92
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=from_1_lt_4 AGE=le_30d2 EXISTING_CREDITS=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,2.92
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 AGE=le_30d2 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.54,2.92
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.58,2.92
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.29,2.92
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.32,2.92
FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=life_insurance OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.36,2.92
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.36,2.92
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.53,2.91
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2,CREDIT=bad,0.52,2.91
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.32,2.91
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.58,2.91
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.58,2.91
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 RESIDENCE_SINCE=gt_2d8 PROPERTY_MAGNITUDE=car AGE=le_30d2,CREDIT=bad,0.83,2.91
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 JOB=skilled NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.58,2.91
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 PROPERTY_MAGNITUDE=car JOB=skilled,CREDIT=good,0.55,2.91
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 PROPERTY_MAGNITUDE=life_insurance EXISTING_CREDITS=le_1d6,CREDIT=bad,0.58,2.91
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 HOUSING=rent,CREDIT=bad,0.58,2.91
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=le_1d6 RESIDENCE_SINCE=le_1d6 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=good,0.83,2.91
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.6,2.91
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.32,2.91
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.63,2.9
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid PURPOSE=new_car,CREDIT=bad,0.36,2.9
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.29,2.9
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate,CREDIT=bad,0.4,2.9
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate,CREDIT=bad,0.4,2.9
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=le_1d6 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.32,2.89
FOREIGN_WORKER=yes,CREDIT_HISTORY=critical_or_other_existing_credit PURPOSE=new_car OWN_TELEPHONE=none,CREDIT=bad,0.28,2.89
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.61,2.89
FOREIGN_WORKER=yes,DURATION=le_17d6 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.22,2.88
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,2.88
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 EMPLOYMENT=from_1_lt_4 AGE=le_30d2 JOB=skilled,CREDIT=bad,0.55,2.88
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.63,2.88
FOREIGN_WORKER=yes,PURPOSE=new_car EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.48,2.88
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.9,2.87
FOREIGN_WORKER=yes,PURPOSE=new_car JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.47,2.87
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.44,2.87
FOREIGN_WORKER=yes,DURATION=le_17d6 PURPOSE=new_car SAVINGS_STATUS=lt_100 HOUSING=own,CREDIT=bad,0.31,2.87
FOREIGN_WORKER=yes,DURATION=le_17d6 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.2,2.87
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=new_car EMPLOYMENT=lt_1 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.76,2.86
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car EMPLOYMENT=lt_1 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.76,2.86
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 HOUSING=own JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.26,2.86
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.35,2.86
FOREIGN_WORKER=yes,JOB=skilled,CREDIT=bad,0.3,2.86
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 DURATION=le_17d6 AGE=le_30d2 JOB=skilled,CREDIT=bad,0.71,2.85
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.71,2.85
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.57,2.85
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.57,2.85
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment EMPLOYMENT=from_1_lt_4 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.55,2.85
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4,CREDIT=bad,0.71,2.85
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,2.85
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment AGE=le_30d2 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.43,2.85
PERSONAL_STATUS=female_div_sep_mar,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=lt_1 OWN_TELEPHONE=none,CREDIT=bad,0.38,2.85
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.61,2.85
FOREIGN_WORKER=yes,AGE=le_30d2 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.35,2.85
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled,CREDIT=bad,0.77,2.85
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.21,2.84
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 AGE=le_30d2,CREDIT=bad,0.4,2.84
FOREIGN_WORKER=yes,DURATION=le_17d6 AGE=le_30d2,CREDIT=bad,0.28,2.84
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own,CREDIT=bad,0.25,2.84
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.35,2.84
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.53,2.84
FOREIGN_WORKER=yes,,CREDIT=bad,0.3,2.84
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid AGE=from_30d2_le_41d4 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.58,2.84
FOREIGN_WORKER=yes,PURPOSE=new_car OTHER_PAYMENT_PLANS=none HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.35,2.84
